-14.26785 200
-13.792255 200
-13.31666 200
-12.841065 200
-12.36547 200
-11.889875 200
-11.41428 200
-10.938685 200
-10.46309 200
-9.987495 200
-9.5119 200
-9.036305 200
-8.56071 200
-8.085115 200
-7.60952 200
-7.133925 200
-6.65833 200
-6.182735 200
-5.70714 200
-5.231545 200
-4.75595 200
-4.280355 200
-3.80476 200
-3.329165 200
-2.85357 200
-2.377975 200
-1.90238 200
-1.426785 200
-0.95119 200
-0.475595 200
0 200
0.475595 200
0.95119 200
1.426785 200
1.90238 200
2.377975 200
2.85357 200
3.329165 200
3.80476 200
4.280355 200
4.75595 200
5.231545 200
5.70714 200
6.182735 200
6.65833 200
7.133925 200
7.60952 200
8.085115 200
8.56071 200
9.036305 200
9.5119 200
9.987495 200
10.46309 200
10.938685 200
11.41428 200
11.889875 200
12.36547 200
12.841065 200
13.31666 200
13.792255 200
